id,discipline,top_id,top_question,q_id,depth,question_text,branch_type,parent_q_id,keywords,expansion_note,grok_trigger
541,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,13,3,Does the entire project of protecting your inner life start to look like a grammatical?,Left,6,,,
542,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,14,3,Would you still experience the thrill of being truly understood,Right,6,,,
543,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,15,4,Would you still keep a diary if the language itself had never first taught you,Left,7,,,
544,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,16,4,Does the modern obsession with boundaries and personal space partly depend on a grammar,Right,7,,,
545,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,17,4,How much of what you call intimacy is actually the rare experience of letting one person?,Left,8,,,
546,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,18,4,Would you feel more or less free in a world where the default setting of speech was?,Right,8,,,
547,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,19,4,If your language had never granted your inner life its own private grammatical dignity,Left,9,,,
548,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,20,4,Would constant legibility make you more careful,Right,9,,,
549,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,21,4,Does the value you place on being alone with your thoughts depend on a language,Left,10,,,
550,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,22,4,Would you still fight for the right to mental privacy,Right,10,,,
551,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,23,5,Would you still experience shame the same way,Left,15,,,
552,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,24,5,Does the entire modern conversation about mental health and psychological safety start?,Right,15,,,
553,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,25,5,How would your sense of dignity change if the default state of language had always been,Left,16,,,
554,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,26,5,Would you still feel like a full person when you are completely alone,Right,16,,,
555,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,27,5,Does the fear of total surveillance partly come from the terror,Left,17,,,
556,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,28,5,Would you still believe that some thoughts are truly yours,Right,17,,,
557,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,29,5,Would the experience of being truly known lose its power,Left,18,,,
558,Linguistics,18,What if every statement about the future in your language must also carry a marker of how certain you are — would hope and anxiety feel more similar than they do now?,30,5,Does this make the entire project of protecting an inner life feel like a beautiful but?,Right,18,,,
559,Linguistics,19,What if 'we' always required choosing who was included?,0,0,What if 'we' always required choosing who was included?,Top,,,,
560,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,1,1,If the very idea of a hidden self was never grammatically available,Left,0,,,
561,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,2,1,Would you feel exposed or strangely liberated,Right,0,,,
562,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,3,2,Does that mean the boundary between what you share and what you keep is partly a?,Left,1,,,
563,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,4,2,Would you develop entirely new ways of thinking,Right,1,,,
564,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,5,2,If nothing about your inner experience had a private grammatical home,Left,2,,,
565,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,6,2,Would constant visibility make you more careful about which thoughts you allow yourself?,Right,2,,,
566,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,7,3,How many of the things you call personal would even feel real,Left,3,,,
567,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,8,3,Would the modern idea of mental privacy start to look like a recent and expensive?,Right,3,,,
568,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,9,3,Does the relief you feel when someone really gets you depend on the background fact,Left,4,,,
569,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,10,3,Would you still value authenticity if being fully known had never required crossing a?,Right,4,,,
570,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,11,3,If your language had never made a private self feel possible,Left,5,,,
571,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,12,3,Would you invent secret codes or private rituals with people closest to you just to?,Right,5,,,
572,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,13,3,Does the entire project of protecting your inner life start to look like a grammatical?,Left,6,,,
573,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,14,3,Would you still experience the thrill of being truly understood,Right,6,,,
574,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,15,4,Would you still keep a diary if the language itself had never first taught you,Left,7,,,
575,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,16,4,Does the modern obsession with boundaries and personal space partly depend on a grammar,Right,7,,,
576,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,17,4,How much of what you call intimacy is actually the rare experience of letting one person?,Left,8,,,
577,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,18,4,Would you feel more or less free in a world where the default setting of speech was?,Right,8,,,
578,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,19,4,If your language had never granted your inner life its own private grammatical dignity,Left,9,,,
579,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,20,4,Would constant legibility make you more careful,Right,9,,,
580,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,21,4,Does the value you place on being alone with your thoughts depend on a language,Left,10,,,
581,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,22,4,Would you still fight for the right to mental privacy,Right,10,,,
582,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,23,5,Would you still experience shame the same way,Left,15,,,
583,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,24,5,Does the entire modern conversation about mental health and psychological safety start?,Right,15,,,
584,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,25,5,How would your sense of dignity change if the default state of language had always been,Left,16,,,
585,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,26,5,Would you still feel like a full person when you are completely alone,Right,16,,,
586,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,27,5,Does the fear of total surveillance partly come from the terror,Left,17,,,
587,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,28,5,Would you still believe that some thoughts are truly yours,Right,17,,,
588,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,29,5,Would the experience of being truly known lose its power,Left,18,,,
589,Linguistics,19,What if your language has no clean way to talk about yourself without also referencing the people you are connected to — would individualism feel like a kind of grammatical rebellion?,30,5,Does this make the entire project of protecting an inner life feel like a beautiful but?,Right,18,,,
590,Linguistics,20,What if wanting and needing had no clear separation?,0,0,What if wanting and needing had no clear separation?,Top,,,,
591,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,1,1,If the very idea of a hidden self was never grammatically available,Left,0,,,
592,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,2,1,Would you feel exposed or strangely liberated,Right,0,,,
593,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,3,2,Does that mean the boundary between what you share and what you keep is partly a?,Left,1,,,
594,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,4,2,Would you develop entirely new ways of thinking,Right,1,,,
595,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,5,2,If nothing about your inner experience had a private grammatical home,Left,2,,,
596,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,6,2,Would constant visibility make you more careful about which thoughts you allow yourself?,Right,2,,,
597,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,7,3,How many of the things you call personal would even feel real,Left,3,,,
598,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,8,3,Would the modern idea of mental privacy start to look like a recent and expensive?,Right,3,,,
599,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,9,3,Does the relief you feel when someone really gets you depend on the background fact,Left,4,,,
600,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,10,3,Would you still value authenticity if being fully known had never required crossing a?,Right,4,,,
601,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,11,3,If your language had never made a private self feel possible,Left,5,,,
602,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,12,3,Would you invent secret codes or private rituals with people closest to you just to?,Right,5,,,
603,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,13,3,Does the entire project of protecting your inner life start to look like a grammatical?,Left,6,,,
604,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,14,3,Would you still experience the thrill of being truly understood,Right,6,,,
605,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,15,4,Would you still keep a diary if the language itself had never first taught you,Left,7,,,
606,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,16,4,Does the modern obsession with boundaries and personal space partly depend on a grammar,Right,7,,,
607,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,17,4,How much of what you call intimacy is actually the rare experience of letting one person?,Left,8,,,
608,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,18,4,Would you feel more or less free in a world where the default setting of speech was?,Right,8,,,
609,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,19,4,If your language had never granted your inner life its own private grammatical dignity,Left,9,,,
610,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,20,4,Would constant legibility make you more careful,Right,9,,,
611,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,21,4,Does the value you place on being alone with your thoughts depend on a language,Left,10,,,
612,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,22,4,Would you still fight for the right to mental privacy,Right,10,,,
613,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,23,5,Would you still experience shame the same way,Left,15,,,
614,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,24,5,Does the entire modern conversation about mental health and psychological safety start?,Right,15,,,
615,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,25,5,How would your sense of dignity change if the default state of language had always been,Left,16,,,
616,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,26,5,Would you still feel like a full person when you are completely alone,Right,16,,,
617,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,27,5,Does the fear of total surveillance partly come from the terror,Left,17,,,
618,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,28,5,Would you still believe that some thoughts are truly yours,Right,17,,,
619,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,29,5,Would the experience of being truly known lose its power,Left,18,,,
620,Linguistics,20,What if the default way of speaking requires you to indicate whether what you are saying is new information or old information for the listener — would small talk change dramatically?,30,5,Does this make the entire project of protecting an inner life feel like a beautiful but?,Right,18,,,
621,Linguistics,21,What if every sentence had to locate you in time and space?,0,0,What if every sentence had to locate you in time and space?,Top,,,,
622,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,1,1,If the very idea of a hidden self was never grammatically available,Left,0,,,
623,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,2,1,Would you feel exposed or strangely liberated,Right,0,,,
624,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,3,2,Does that mean the boundary between what you share and what you keep is partly a?,Left,1,,,
625,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,4,2,Would you develop entirely new ways of thinking,Right,1,,,
626,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,5,2,If nothing about your inner experience had a private grammatical home,Left,2,,,
627,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,6,2,Would constant visibility make you more careful about which thoughts you allow yourself?,Right,2,,,
628,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,7,3,How many of the things you call personal would even feel real,Left,3,,,
629,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,8,3,Would the modern idea of mental privacy start to look like a recent and expensive?,Right,3,,,
630,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,9,3,Does the relief you feel when someone really gets you depend on the background fact,Left,4,,,
631,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,10,3,Would you still value authenticity if being fully known had never required crossing a?,Right,4,,,
632,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,11,3,If your language had never made a private self feel possible,Left,5,,,
633,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,12,3,Would you invent secret codes or private rituals with people closest to you just to?,Right,5,,,
634,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,13,3,Does the entire project of protecting your inner life start to look like a grammatical?,Left,6,,,
635,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,14,3,Would you still experience the thrill of being truly understood,Right,6,,,
636,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,15,4,Would you still keep a diary if the language itself had never first taught you,Left,7,,,
637,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,16,4,Does the modern obsession with boundaries and personal space partly depend on a grammar,Right,7,,,
638,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,17,4,How much of what you call intimacy is actually the rare experience of letting one person?,Left,8,,,
639,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,18,4,Would you feel more or less free in a world where the default setting of speech was?,Right,8,,,
640,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,19,4,If your language had never granted your inner life its own private grammatical dignity,Left,9,,,
641,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,20,4,Would constant legibility make you more careful,Right,9,,,
642,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,21,4,Does the value you place on being alone with your thoughts depend on a language,Left,10,,,
643,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,22,4,Would you still fight for the right to mental privacy,Right,10,,,
644,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,23,5,Would you still experience shame the same way,Left,15,,,
645,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,24,5,Does the entire modern conversation about mental health and psychological safety start?,Right,15,,,
646,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,25,5,How would your sense of dignity change if the default state of language had always been,Left,16,,,
647,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,26,5,Would you still feel like a full person when you are completely alone,Right,16,,,
648,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,27,5,Does the fear of total surveillance partly come from the terror,Left,17,,,
649,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,28,5,Would you still believe that some thoughts are truly yours,Right,17,,,
650,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,29,5,Would the experience of being truly known lose its power,Left,18,,,
651,Linguistics,21,What if your language treats the mind as something that is constantly being shaped by outside forces rather than something that simply thinks — would you experience your own thoughts as more or less your own?,30,5,Does this make the entire project of protecting an inner life feel like a beautiful but?,Right,18,,,
652,Linguistics,22,What if emotions always required naming their trigger?,0,0,What if emotions always required naming their trigger?,Top,,,,
653,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,1,1,If the very idea of a hidden self was never grammatically available,Left,0,,,
654,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,2,1,Would you feel exposed or strangely liberated,Right,0,,,
655,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,3,2,Does that mean the boundary between what you share and what you keep is partly a?,Left,1,,,
656,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,4,2,Would you develop entirely new ways of thinking,Right,1,,,
657,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,5,2,If nothing about your inner experience had a private grammatical home,Left,2,,,
658,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,6,2,Would constant visibility make you more careful about which thoughts you allow yourself?,Right,2,,,
659,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,7,3,How many of the things you call personal would even feel real,Left,3,,,
660,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,8,3,Would the modern idea of mental privacy start to look like a recent and expensive?,Right,3,,,
661,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,9,3,Does the relief you feel when someone really gets you depend on the background fact,Left,4,,,
662,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,10,3,Would you still value authenticity if being fully known had never required crossing a?,Right,4,,,
663,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,11,3,If your language had never made a private self feel possible,Left,5,,,
664,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,12,3,Would you invent secret codes or private rituals with people closest to you just to?,Right,5,,,
665,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,13,3,Does the entire project of protecting your inner life start to look like a grammatical?,Left,6,,,
666,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,14,3,Would you still experience the thrill of being truly understood,Right,6,,,
667,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,15,4,Would you still keep a diary if the language itself had never first taught you,Left,7,,,
668,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,16,4,Does the modern obsession with boundaries and personal space partly depend on a grammar,Right,7,,,
669,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,17,4,How much of what you call intimacy is actually the rare experience of letting one person?,Left,8,,,
670,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,18,4,Would you feel more or less free in a world where the default setting of speech was?,Right,8,,,
671,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,19,4,If your language had never granted your inner life its own private grammatical dignity,Left,9,,,
672,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,20,4,Would constant legibility make you more careful,Right,9,,,
673,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,21,4,Does the value you place on being alone with your thoughts depend on a language,Left,10,,,
674,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,22,4,Would you still fight for the right to mental privacy,Right,10,,,
675,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,23,5,Would you still experience shame the same way,Left,15,,,
676,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,24,5,Does the entire modern conversation about mental health and psychological safety start?,Right,15,,,
677,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,25,5,How would your sense of dignity change if the default state of language had always been,Left,16,,,
678,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,26,5,Would you still feel like a full person when you are completely alone,Right,16,,,
679,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,27,5,Does the fear of total surveillance partly come from the terror,Left,17,,,
680,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,28,5,Would you still believe that some thoughts are truly yours,Right,17,,,
681,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,29,5,Would the experience of being truly known lose its power,Left,18,,,
682,Linguistics,22,What if there is no easy way in your language to say 'I don't know' without also suggesting a possible answer — would you become more or less comfortable with uncertainty?,30,5,Does this make the entire project of protecting an inner life feel like a beautiful but?,Right,18,,,
683,Linguistics,23,What if the future carried obligation by default?,0,0,What if the future carried obligation by default?,Top,,,,
684,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,1,1,If the very idea of a hidden self was never grammatically available,Left,0,,,
685,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,2,1,Would you feel exposed or strangely liberated,Right,0,,,
686,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,3,2,Does that mean the boundary between what you share and what you keep is partly a?,Left,1,,,
687,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,4,2,Would you develop entirely new ways of thinking,Right,1,,,
688,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,5,2,If nothing about your inner experience had a private grammatical home,Left,2,,,
689,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,6,2,Would constant visibility make you more careful about which thoughts you allow yourself?,Right,2,,,
690,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,7,3,How many of the things you call personal would even feel real,Left,3,,,
691,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,8,3,Would the modern idea of mental privacy start to look like a recent and expensive?,Right,3,,,
692,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,9,3,Does the relief you feel when someone really gets you depend on the background fact,Left,4,,,
693,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,10,3,Would you still value authenticity if being fully known had never required crossing a?,Right,4,,,
694,Linguistics,23,What if your language forces you to choose between multiple words for 'we' depending on who is included — would your sense of group belonging feel more precise or more exhausting?,11,3,If your language had never made a private self feel possible,Left,5,,,
